"","Protein","Min","Max"
"8765","A6LQR9",68,210
"8774","A6LQR9",73,210
"8782","A5I666",68,210
"8788","A5I666",69,210
"8796","A5I666",73,210
"8802","A5I666",76,210
"8804","Q892N8",30,158
"8805","Q892N8",73,210
"8813","A3DBS5",33,179
"8815","A3DBS5",35,179
"8817","B5Y805",74,209
"8818","B5Y805",117,265
"8820","B5Y805",119,265
"8822","B5Y805",164,298
"8823","Q8FN81",32,180
"8824","Q8FN81",37,180
"8826","Q8FN81",37,186
"8827","Q8FN81",70,210
"8839","Q8FN81",75,210
"8844","Q8FN81",165,293
"8845","Q8FN81",277,409
"8846","Q4JWT6",32,180
"8847","Q4JWT6",37,180
"8849","Q4JWT6",37,186
"8850","Q4JWT6",70,210
"8862","Q4JWT6",75,210
"8867","Q4JWT6",104,250
"8869","Q4JWT6",165,293
"8870","Q4JWT6",165,299
"8871","Q4JWT6",165,302
"8876","B6J9K2",36,186
"8877","B6J9K2",69,211
"8881","B6J9K2",74,211
"8885","A7MJF1",31,159
"8887","A7MJF1",36,180
"8888","A7MJF1",36,186
"8889","A7MJF1",74,211
"8894","A7MJF1",77,211
"8896","A7MJF1",165,300
"8897","B1X0M2",31,180
"8899","B1X0M2",34,180
"8902","B1X0M2",36,180
"8904","B1X0M2",41,180
"8906","B1X0M2",77,211
"8908","B1X0M2",120,270
"8909","B8HU67",36,180
"8910","B8HU67",69,211
"8916","B8HU67",115,248
"8917","B8HU67",120,270
"8918","B7KIC1",64,211
"8920","B7KIC1",115,248
"8921","B7KIC1",120,270
"8922","Q11Z03",21,162
"8926","Q11Z03",39,183
"8928","Q11Z03",39,189
"8929","Q11Z03",80,214
"8930","A9BP68",31,159
"8932","A9BP68",36,186
"8933","A9BP68",67,211
"8937","A9BP68",69,211
"8943","A9BP68",74,211
"8951","B8FM68",31,159
"8952","B8FM68",31,180
"8955","B8FM68",34,159
"8956","B8FM68",34,180
"8960","B8FM68",36,180
"8963","B8FM68",69,211
"8966","B8FM68",74,211
"8969","B8FM68",146,284
"8970","Q30XW0",36,183
"8971","Q30XW0",41,183
"8973","Q30XW0",41,189
"8974","Q30XW0",69,216
"8976","Q30XW0",74,216
"8980","Q30XW0",77,216
"8983","B1I5V8",35,179
"8985","B1I5V8",35,185
"8986","B1I5V8",66,210
"8990","B1I5V8",68,210
"8996","B1I5V8",73,210
"9002","B1I5V8",119,266
"9003","B1I5V8",197,335
"9005","A4J7I9",35,179
"9007","A4J7I9",35,185
"9008","A4J7I9",68,210
"9017","A4J7I9",73,210
"9025","Q2GGS7",36,185
"9026","Q2GGS7",69,209
"9038","Q2GGS7",74,209
"9043","Q5HB45",36,185
"9044","Q5HB45",69,209
"9060","A7HJZ8",34,162
"9061","A7HJZ8",39,189
"9062","A7HJZ8",77,216
"9068","A5FMX0",39,189
"9069","A5FMX0",70,214
"9075","A5FMX0",118,249
"9077","A5FMX0",168,304
"9078","B2SEA8",8,159
"9079","B2SEA8",31,159
"9080","B2SEA8",36,186
"9082","B2SEA8",41,186
"9084","B2SEA8",69,210
"9088","B2SEA8",74,210
"9092","Q04B11",73,215
"9098","Q04B11",78,215
"9103","A8YV14",70,212
"9109","A5IAS7",8,159
"9110","A5IAS7",36,186
"9111","A5IAS7",69,211
"9117","A5IAS7",74,211
"9122","A5IAS7",75,211
"9127","A5IAS7",120,256
"9128","Q6AFY1",37,180
"9130","Q6AFY1",37,186
"9131","Q6AFY1",68,210
"9137","Q6AFY1",70,210
"9149","Q6AFY1",75,210
"9154","Q6AFY1",120,266
"9155","B1Y280",31,159
"9157","B1Y280",36,186
"9158","B1Y280",69,211
"9164","B1Y280",74,211
"9172","Q03YT6",69,211
"9178","Q03YT6",146,284
"9180","B8DHL1",30,179
"9182","B8DHL1",33,179
"9185","B8DHL1",35,179
"9188","B8DHL1",68,210
"9190","B8DHL1",164,301
"9191","B1HVB2",30,179
"9192","B1HVB2",35,179
"9195","B1HVB2",68,210
"9199","B1HVB2",73,210
"9204","Q65S59",31,159
"9206","Q65S59",36,180
"9207","Q65S59",36,186
"9208","Q65S59",77,211
"9210","Q65S59",120,255
"9211","A6W352",8,159
"9212","A6W352",36,186
"9213","A6W352",69,211
"9219","A6W352",74,211
"9224","Q605N2",36,180
"9226","Q605N2",36,186
"9227","Q605N2",69,211
"9231","Q605N2",74,211
"9235","B3PMC1",31,183
"9236","B3PMC1",36,183
"9237","B3PMC1",67,207
"9257","B3PMC1",69,207
"9275","Q7TYK5",32,180
"9276","Q7TYK5",37,180
"9278","Q7TYK5",37,186
"9279","Q7TYK5",70,210
"9291","Q7TYK5",75,210
"9296","Q7TYK5",138,282
"9298","Q7TYK5",165,293
"9299","Q7NB30",67,210
"9307","Q602A7",13,156
"9310","Q602A7",69,207
"9324","Q9CBZ4",32,180
"9325","Q9CBZ4",37,180
"9327","Q9CBZ4",37,186
"9328","Q9CBZ4",70,210
"9340","Q9CBZ4",75,210
"9345","Q9CBZ4",120,267
"9346","Q9CBZ4",138,282
"9347","Q9CBZ4",165,293
"9348","Q8EWL0",17,158
"9356","Q8EWL0",30,158
"9357","Q8EWL0",66,209
"9365","Q8EWL0",68,209
"9377","Q8EWL0",73,209
"9388","Q98QK8",13,156
"9391","Q98QK8",31,183
"9392","Q98QK8",36,183
"9393","Q98QK8",46,183
"9394","Q98QK8",69,207
"9408","Q4A6N4",70,209
"9420","Q4A6N4",164,295
"9421","A5U5D6",32,180
"9422","A5U5D6",37,180
"9424","A5U5D6",37,186
"9425","A5U5D6",70,210
"9437","A5U5D6",75,210
"9442","A5U5D6",138,282
"9444","A5U5D6",165,293
"9445","A9M061",31,159
"9446","A9M061",34,180
"9448","A9M061",34,186
"9452","A9M061",36,180
"9454","A9M061",36,186
"9458","A9M061",69,211
"9464","A9M061",74,211
"9470","A9M061",115,252
"9472","A9M061",120,252
"9473","A9M061",165,306
"9475","Q2GDW7",36,185
"9476","Q2Y807",8,149
"9478","Q2Y807",8,159
"9479","Q2Y807",31,180
"9480","Q2Y807",36,180
"9483","Q2Y807",36,186
"9484","Q2Y807",69,211
"9490","Q2Y807",74,211
"9496","Q2Y807",120,252
"9497","Q3J6S0",31,159
"9498","Q3J6S0",36,180
"9500","Q3J6S0",36,186
"9501","Q3J6S0",69,211
"9505","Q3J6S0",74,211
"9509","A6Q4D2",7,158
"9510","A6Q4D2",68,210
"9516","A6Q4D2",73,210
"9521","Q3SVI2",69,210
"9530","Q3SVI2",74,210
"9538","Q3SVI2",77,210
"9540","Q8YQT0",36,180
"9541","Q8YQT0",77,211
"9543","Q8YQT0",77,221
"9544","Q6D9C3",31,159
"9546","Q6D9C3",36,180
"9547","Q6D9C3",36,186
"9548","Q6D9C3",74,211
"9553","Q6D9C3",77,211
"9555","Q3A1D8",36,180
"9557","Q3A1D8",36,186
"9558","Q3A1D8",69,211
"9564","Q3A1D8",74,211
"9570","Q3A1D8",198,339
"9571","Q3A1D8",198,346
"9574","Q18B27",69,210
"9586","Q18B27",73,210
"9594","B2IQ29",70,212
"9600","B2IQ29",77,212
"9601","B2IQ29",166,313
"9602","B9DSH7",35,181
"9604","B9DSH7",37,181
"9606","B9DSH7",42,181
"9608","B9DSH7",70,212
"9614","B9DSH7",77,212
"9615","B9DSH7",166,309
"9616","Q7U4Y5",36,180
"9617","Q7U4Y5",120,270
"9618","Q3AV08",120,270
"9619","P72931",36,180
"9620","P72931",77,211
"9622","Q47MV6",32,180
"9623","Q47MV6",37,180
"9625","Q47MV6",37,186
"9626","Q47MV6",70,210
"9634","Q47MV6",75,210
"9638","Q47MV6",138,277
"9640","Q9WXV3",41,191
"9641","Q9WXV3",74,215
"9650","Q9WXV3",77,215
"9661","Q9WXV3",79,215
"9669","Q9WXV3",82,215
"9671","B9L101",30,179
"9672","B9L101",35,179
"9675","B9L101",35,185
"9676","B9L101",68,212
"9682","B9L101",73,212
"9688","O83724",37,188
"9689","O83724",122,266
"9690","Q83NP1",19,164
"9691","Q83NP1",42,191
"9692","Q83NP1",47,191
"9693","A1AT81",34,180
"9695","A1AT81",34,186
"9696","A1AT81",36,180
"9698","A1AT81",36,186
"9699","A1AT81",69,211
"9705","A1AT81",74,211
"9711","A1VK90",31,159
"9713","A1VK90",36,186
"9715","A1VK90",69,211
"9718","A1VK90",74,211
"9722","A1VK90",146,290
"9724","B1XT35",31,159
"9726","B1XT35",34,159
"9727","B1XT35",34,186
"9729","B1XT35",36,186
"9731","B1XT35",69,211
"9737","B1XT35",74,211
"9743","B1XT35",198,346
"9744","Q6LV46",31,159
"9746","Q6LV46",36,180
"9747","Q6LV46",36,186
"9748","Q6LV46",69,211
"9754","Q6LV46",74,211
"9759","A4VI54",31,180
"9761","A4VI54",36,180
"9764","A4VI54",36,186
"9765","A4VI54",120,255
"9766","B2UCV3",31,159
"9768","B2UCV3",36,186
"9770","B2UCV3",69,211
"9776","B2UCV3",74,211
"9782","B2UCV3",138,274
"9784","B2UCV3",198,343
"9785","Q7UVH6",17,158
"9789","Q7UVH6",68,210
"9792","Q7UVH6",73,210
"9795","C1A1L5",9,159
"9796","C1A1L5",65,210
"9799","C1A1L5",70,210
"9814","C1A1L5",75,210
"9819","C1A1L5",120,267
"9820","C1A1L5",165,293
"9821","Q2J3J8",69,202
"9823","Q2J3J8",69,210
"9834","Q2J3J8",74,202
"9835","Q2J3J8",74,210
"9844","Q2J3J8",77,210
"9846","Q2J3J8",120,269
"9847","Q1RGV9",67,210
"9853","Q1RGV9",69,210
"9862","Q1RGV9",74,210
"9870","Q1RGV9",77,210
"9872","Q1RGV9",120,252
"9874","B0BVJ1",67,210
"9880","B0BVJ1",74,210
"9888","B0BVJ1",77,210
"9890","B0BVJ1",120,252
"9892","Q68VS1",67,210
"9898","Q68VS1",69,210
"9907","Q68VS1",74,210
"9915","Q68VS1",77,210
"9917","Q68VS1",120,252
"9919","A8F2Y3",67,210
"9925","A8F2Y3",74,210
"9933","A8F2Y3",77,210
"9935","A8F2Y3",120,252
"9937","A9MP23",31,159
"9939","A9MP23",36,180
"9940","A9MP23",36,186
"9941","A9MP23",74,211
"9946","A9MP23",77,211
"9948","A8H0U4",31,159
"9951","A8H0U4",36,186
"9952","A8H0U4",69,211
"9958","A8H0U4",74,211
"9963","A8H0U4",74,221
"9964","Q48SX8",70,212
"9970","Q48SX8",77,212
"9971","Q48SX8",166,309
"9972","P53295",1,140
"9977","Q58722",90,235
"9979","O94362",57,196
"9983","O94362",88,229
"9987","O94362",88,234
"9988","P0ABU4",111,241
"9989","Q9UT21",69,215
"9992","P0ABU3",111,241
"9993","P42942",93,229
"9995","P42942",93,234
"9996","P34280",68,214
"9999","Q9UT06",197,332
"10001","Q9UT06",197,336
"10002","Q58803",176,315
