,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
Q9KDK0,17.0,18.0,24.0,32.0,17.0,18.0,24.0,32.0,17.0,18.0,24.0,32.0,17.0,18.0,24.0,32.0,17.0,18.0,24.0,32.0,17.0,18.0,24.0,32.0,12.0,13.0,19.0,27.0,12.0,13.0,19.0,27.0,12.0,13.0,19.0,27.0,12.0,13.0,19.0,27.0,12.0,13.0,19.0,27.0,1.0,19.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q65GM7,13.0,11.0,6.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,25.0,25.0,1.0,19.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5WHS8,34.0,34.0,16.0,11.0,11.0,11.0,25.0,28.0,32.0,25.0,28.0,32.0,25.0,28.0,32.0,17.0,20.0,24.0,32.0,33.0,17.0,20.0,24.0,32.0,33.0,17.0,20.0,24.0,32.0,33.0,17.0,20.0,24.0,32.0,33.0,17.0,20.0,24.0,32.0,33.0,17.0,20.0,24.0,32.0,33.0,12.0,15.0,19.0,27.0,28.0,12.0,15.0,19.0,27.0,28.0,12.0,15.0,19.0,27.0,28.0,12.0,15.0,19.0,27.0,28.0,12.0,15.0,19.0,27.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6G4Z2,11.0,25.0,35.0,11.0,25.0,35.0,11.0,25.0,35.0,11.0,25.0,35.0,11.0,25.0,35.0,11.0,25.0,35.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,4.0,19.0,27.0,28.0,34.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,2.0,17.0,25.0,26.0,32.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,12.0,20.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6MGS5,10.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,31.0,37.0,17.0,31.0,37.0,17.0,31.0,37.0,17.0,31.0,37.0,17.0,31.0,37.0,17.0,31.0,37.0,17.0,31.0,37.0,17.0,31.0,37.0,12.0,26.0,32.0,12.0,26.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0ZZZ0,0.0,17.0,0.0,17.0,0.0,17.0,12.0,12.0,12.0,12.0,12.0,12.0,3.0,31.0,3.0,31.0,3.0,31.0,3.0,31.0,42.0,3.0,31.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0SM73,34.0,11.0,17.0,26.0,17.0,26.0,17.0,26.0,17.0,26.0,17.0,26.0,17.0,26.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7J0M7,34.0,11.0,15.0,22.0,31.0,15.0,22.0,31.0,10.0,17.0,26.0,10.0,17.0,26.0,10.0,17.0,26.0,10.0,17.0,26.0,10.0,17.0,26.0,10.0,17.0,26.0,5.0,12.0,21.0,5.0,12.0,21.0,5.0,12.0,21.0,5.0,12.0,21.0,5.0,12.0,21.0,2.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2S1C3,9.0,9.0,22.0,29.0,22.0,29.0,22.0,29.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q89X89,16.0,16.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,9.0,18.0,24.0,9.0,18.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8RBA5,13.0,11.0,19.0,20.0,26.0,19.0,20.0,26.0,19.0,20.0,26.0,19.0,20.0,26.0,17.0,18.0,24.0,17.0,18.0,24.0,17.0,18.0,24.0,17.0,18.0,24.0,17.0,18.0,24.0,17.0,18.0,24.0,12.0,13.0,19.0,12.0,13.0,19.0,12.0,13.0,19.0,12.0,13.0,19.0,12.0,13.0,19.0,12.0,13.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7H029,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7H1H0,34.0,36.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,15.0,22.0,30.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3AF51,16.0,19.0,26.0,34.0,19.0,26.0,34.0,19.0,26.0,34.0,19.0,26.0,34.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3APF4,10.0,15.0,16.0,40.0,5.0,10.0,11.0,35.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,2.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9PJX7,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3EP74,11.0,11.0,11.0,9.0,17.0,32.0,9.0,17.0,32.0,9.0,17.0,32.0,9.0,17.0,32.0,9.0,17.0,32.0,9.0,17.0,32.0,4.0,12.0,27.0,4.0,12.0,27.0,4.0,12.0,27.0,4.0,12.0,27.0,4.0,12.0,27.0,4.0,12.0,27.0,1.0,9.0,24.0,1.0,9.0,24.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4SCP4,5.0,10.0,11.0,5.0,10.0,11.0,5.0,10.0,11.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,17.0,32.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,9.0,24.0,9.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9LC30,11.0,40.0,11.0,40.0,11.0,40.0,8.0,18.0,23.0,28.0,8.0,18.0,23.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3QVU6,2.0,16.0,11.0,35.0,11.0,35.0,11.0,35.0,11.0,35.0,6.0,30.0,6.0,30.0,6.0,30.0,6.0,30.0,2.0,17.0,24.0,2.0,17.0,24.0,2.0,17.0,24.0,2.0,17.0,24.0,2.0,17.0,24.0,2.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BC53,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,23.0,25.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3E609,11.0,16.0,6.0,11.0,6.0,11.0,6.0,11.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4IRC7,16.0,13.0,13.0,13.0,11.0,11.0,11.0,17.0,24.0,32.0,17.0,24.0,32.0,17.0,24.0,32.0,12.0,19.0,27.0,12.0,19.0,27.0,12.0,19.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4U7P8,15.0,16.0,12.0,13.0,10.0,11.0,19.0,26.0,19.0,26.0,19.0,26.0,19.0,26.0,19.0,26.0,19.0,26.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,12.0,19.0,9.0,16.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1IVS5,16.0,16.0,40.0,11.0,35.0,2.0,17.0,24.0,2.0,17.0,24.0,2.0,17.0,24.0,12.0,19.0,12.0,19.0,12.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38WT4,39.0,9.0,17.0,18.0,24.0,32.0,9.0,17.0,18.0,24.0,32.0,9.0,17.0,18.0,24.0,32.0,9.0,17.0,18.0,24.0,32.0,9.0,17.0,18.0,24.0,32.0,9.0,17.0,18.0,24.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8Y6Z3,16.0,16.0,13.0,13.0,13.0,11.0,11.0,11.0,17.0,24.0,17.0,24.0,1.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2VZU2,16.0,16.0,11.0,35.0,11.0,35.0,2.0,17.0,26.0,32.0,37.0,2.0,17.0,26.0,32.0,37.0,2.0,17.0,26.0,32.0,37.0,2.0,17.0,26.0,32.0,37.0,2.0,17.0,26.0,32.0,37.0,2.0,17.0,26.0,32.0,37.0,12.0,21.0,27.0,32.0,12.0,21.0,27.0,32.0,12.0,21.0,27.0,32.0,12.0,21.0,27.0,32.0,12.0,21.0,27.0,32.0,12.0,21.0,27.0,32.0,12.0,21.0,27.0,32.0,12.0,21.0,27.0,32.0,11.0,20.0,26.0,31.0,11.0,20.0,26.0,31.0,11.0,20.0,26.0,31.0,11.0,20.0,26.0,31.0,11.0,20.0,26.0,31.0,11.0,20.0,26.0,31.0,41.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0AKX2,16.0,30.0,16.0,30.0,13.0,27.0,37.0,11.0,25.0,35.0,2.0,17.0,32.0,2.0,17.0,32.0,2.0,17.0,32.0,2.0,17.0,32.0,2.0,17.0,32.0,2.0,17.0,32.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,12.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7KSH0,11.0,11.0,11.0,11.0,11.0,11.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,17.0,26.0,32.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,12.0,21.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1GZ53,11.0,18.0,11.0,18.0,11.0,18.0,17.0,24.0,29.0,17.0,24.0,29.0,17.0,24.0,29.0,17.0,24.0,29.0,17.0,24.0,29.0,17.0,24.0,29.0,17.0,24.0,29.0,17.0,24.0,29.0,17.0,24.0,29.0,12.0,19.0,24.0,12.0,19.0,24.0,12.0,19.0,24.0,12.0,19.0,24.0,12.0,19.0,24.0,12.0,19.0,24.0,12.0,19.0,24.0,12.0,19.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4A8X1,34.0,41.0,34.0,41.0,34.0,41.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6KHM2,39.0,39.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,4.0,12.0,4.0,12.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6MTG9,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9WMT0,16.0,27.0,11.0,22.0,11.0,22.0,11.0,22.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,7.0,12.0,7.0,12.0,19.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0PU15,16.0,27.0,11.0,22.0,11.0,22.0,11.0,22.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,17.0,35.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,12.0,30.0,7.0,12.0,7.0,12.0,19.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q82V20,11.0,18.0,11.0,18.0,17.0,20.0,24.0,17.0,20.0,24.0,17.0,20.0,24.0,17.0,20.0,24.0,17.0,20.0,24.0,17.0,20.0,24.0,12.0,15.0,19.0,12.0,15.0,19.0,12.0,15.0,19.0,12.0,15.0,19.0,12.0,15.0,19.0,12.0,15.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03F34,7.0,22.0,28.0,29.0,37.0,7.0,22.0,28.0,29.0,37.0,2.0,17.0,23.0,24.0,32.0,2.0,17.0,23.0,24.0,32.0,2.0,17.0,23.0,24.0,32.0,2.0,17.0,23.0,24.0,32.0,2.0,17.0,23.0,24.0,32.0,2.0,17.0,23.0,24.0,32.0,1.0,7.0,19.0,20.0,1.0,7.0,19.0,20.0,1.0,7.0,19.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4FP46,5.0,16.0,5.0,16.0,4.0,19.0,28.0,4.0,19.0,28.0,4.0,19.0,28.0,4.0,19.0,28.0,4.0,19.0,28.0,4.0,19.0,28.0,4.0,19.0,28.0,4.0,19.0,28.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,2.0,17.0,26.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2C6N6,11.0,35.0,9.0,16.0,24.0,9.0,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9BDI4,9.0,15.0,16.0,9.0,15.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q46HF4,1.0,9.0,16.0,24.0,1.0,9.0,16.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
