,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Q65SK9,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0AK69,0.0,9.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6F1H1,0.0,1.0,9.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q609C0,0.0,20.0,30.0,36.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1ZDQ8,0.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0JU67,0.0,1.0,9.0,20.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2RJM5,0.0,9.0,12.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1MD87,0.0,5.0,20.0,35.0,40.0,4.0,10.0,20.0,25.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2SSE6,0.0,1.0,20.0,29.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ZRT4,0.0,5.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6MTQ0,0.0,1.0,20.0,29.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P75590,0.0,9.0,11.0,20.0,35.0,37.0,0.0,9.0,11.0,20.0,35.0,37.0,41.0,48.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4A578,0.0,12.0,20.0,23.0,36.0,12.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1DAM6,0.0,20.0,29.0,30.0,36.0,3.0,14.0,0.0,20.0,29.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5F797,0.0,20.0,30.0,36.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04GN0,0.0,1.0,9.0,12.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5CEN6,0.0,9.0,14.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6LHS1,0.0,20.0,37.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7HZ93,0.0,9.0,20.0,37.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2T381,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C6DKK3,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4SCE7,0.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5D2S0,0.0,9.0,12.0,14.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18BH4,0.0,9.0,20.0,23.0,28.0,13.0,18.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4RC55,0.0,9.0,20.0,37.0,9.0,16.0,47.0,50.0,60.0,9.0,16.0,47.0,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4S4S6,0.0,20.0,29.0,37.0,4.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1IF43,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4ZNR2,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4FVL5,0.0,9.0,13.0,20.0,30.0,36.0,4.0,28.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1ST45,0.0,20.0,30.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2UAA3,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9WPV8,0.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2KDZ5,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q98BI8,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7URR0,0.0,20.0,36.0,6.0,36.0,6.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21WJ5,0.0,13.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1B313,0.0,5.0,20.0,30.0,40.0,10.0,20.0,25.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q07V78,0.0,20.0,29.0,38.0,9.0,16.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PNL2,0.0,9.0,20.0,30.0,37.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
A8GNW1,0.0,9.0,16.0,20.0,29.0,37.0,6.0,8.0,9.0,16.0,36.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1RIX0,0.0,9.0,16.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92HF5,0.0,9.0,20.0,29.0,37.0,6.0,8.0,9.0,16.0,27.0,36.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16D38,0.0,20.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1AW55,0.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1GCH2,0.0,20.0,29.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21H61,0.0,20.0,30.0,36.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1S462,0.0,9.0,20.0,30.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q086H2,0.0,20.0,30.0,36.0,22.0,12.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3QGU5,0.0,20.0,30.0,36.0,22.0,12.0,36.0,7.0,7.0,22.0,22.0,12.0,36.0,18.0,20.0,44.0,47.0,55.0,9.0,16.0,44.0,22.0,46.0,,,,,,,,,,,,,,,,,,
A8H740,0.0,20.0,30.0,36.0,22.0,12.0,36.0,9.0,16.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8FYS0,0.0,20.0,30.0,36.0,36.0,9.0,16.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5VCZ5,0.0,9.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q49X54,0.0,1.0,9.0,12.0,20.0,36.0,6.0,23.0,28.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2FN90,0.0,9.0,13.0,20.0,30.0,17.0,19.0,29.0,40.0,18.0,50.0,47.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1IA80,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4VXH3,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03M88,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1CJ39,0.0,1.0,5.0,13.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5N0A5,0.0,1.0,9.0,20.0,15.0,25.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3AHW1,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5BPV9,0.0,9.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6LP48,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0K9Q0,0.0,9.0,12.0,20.0,5.0,6.0,28.0,4.0,11.0,22.0,23.0,9.0,16.0,27.0,28.0,50.0,4.0,11.0,22.0,23.0,45.0,,,,,,,,,,,,,,,,,,,,
Q72KE8,0.0,1.0,20.0,30.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5YHT8,0.0,9.0,12.0,20.0,29.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8GP02,0.0,20.0,30.0,36.0,3.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73NP6,0.0,2.0,20.0,27.0,30.0,36.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10XM3,0.0,9.0,20.0,8.0,20.0,27.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q83GT8,0.0,5.0,9.0,11.0,20.0,36.0,13.0,18.0,35.0,48.0,13.0,18.0,35.0,48.0,9.0,16.0,25.0,9.0,16.0,25.0,,,,,,,,,,,,,,,,,,,,,
B1AIV8,0.0,1.0,5.0,12.0,20.0,36.0,6.0,6.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5CLW3,0.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5CXX6,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7MZI5,0.0,2.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6B8S2,0.0,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57997,28.0,29.0,30.0,0.0,1.0,20.0,36.0,33.0,34.0,35.0,33.0,34.0,35.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
Q58657,15.0,20.0,26.0,27.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O59683,0.0,1.0,10.0,14.0,20.0,27.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0R6U5,0.0,12.0,28.0,0.0,20.0,26.0,32.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2BJZ8,3.0,12.0,3.0,12.0,0.0,1.0,9.0,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7GZZ3,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8FJU1,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9KEV0,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3AB98,0.0,9.0,12.0,14.0,20.0,36.0,6.0,25.0,9.0,16.0,28.0,47.0,9.0,16.0,28.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
B0T167,0.0,20.0,37.0,9.0,16.0,44.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8GAE2,0.0,9.0,20.0,36.0,18.0,28.0,37.0,18.0,28.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3ELN8,0.0,20.0,37.0,4.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4SGG2,0.0,20.0,29.0,37.0,4.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9LBJ2,0.0,9.0,20.0,36.0,18.0,28.0,37.0,18.0,28.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8KFT1,0.0,20.0,37.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1QSZ0,0.0,9.0,13.0,20.0,36.0,38.0,2.0,8.0,18.0,27.0,31.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8AQ58,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3L0B6,0.0,12.0,14.0,20.0,27.0,36.0,9.0,16.0,28.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2V4G9,0.0,12.0,14.0,20.0,27.0,36.0,9.0,16.0,28.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1FS59,0.0,12.0,14.0,20.0,27.0,36.0,9.0,16.0,28.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5N842,0.0,12.0,14.0,20.0,27.0,29.0,36.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0SSD4,0.0,12.0,14.0,20.0,27.0,34.0,36.0,6.0,9.0,16.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6J6B1,0.0,9.0,12.0,14.0,20.0,30.0,36.0,38.0,30.0,32.0,42.0,47.0,53.0,30.0,32.0,42.0,47.0,53.0,,,,,,,,,,,,,,,,,,,,,,,
Q1LLR6,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8HUA9,0.0,1.0,9.0,20.0,15.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11PK5,0.0,20.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3Z7U3,0.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8ZZ65,0.0,12.0,20.0,30.0,0.0,28.0,40.0,18.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5BFB7,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2GGQ8,0.0,20.0,37.0,33.0,9.0,16.0,9.0,16.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9ZF25,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7HN01,0.0,1.0,9.0,20.0,36.0,22.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5FJF9,0.0,20.0,29.0,4.0,11.0,37.0,4.0,11.0,37.0,40.0,45.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0RDS4,0.0,9.0,20.0,31.0,40.0,4.0,11.0,9.0,16.0,44.0,58.0,9.0,16.0,44.0,58.0,4.0,11.0,39.0,53.0,,,,,,,,,,,,,,,,,,,,,,
B0TWR3,0.0,20.0,30.0,36.0,5.0,28.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14K20,0.0,9.0,20.0,30.0,36.0,5.0,28.0,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8R5Z1,0.0,8.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9M1G0,0.0,9.0,20.0,29.0,36.0,9.0,16.0,58.0,9.0,16.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q39VA6,0.0,20.0,36.0,36.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P04766,0.0,1.0,12.0,20.0,29.0,36.0,5.0,6.0,33.0,5.0,6.0,33.0,9.0,16.0,27.0,28.0,55.0,9.0,16.0,27.0,28.0,55.0,,,,,,,,,,,,,,,,,,,
C6E2Q0,0.0,20.0,36.0,9.0,16.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4IMD7,0.0,1.0,12.0,20.0,29.0,36.0,9.0,16.0,27.0,28.0,55.0,9.0,16.0,27.0,28.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,
A5GF86,0.0,20.0,36.0,9.0,16.0,58.0,9.0,16.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9HF18,0.0,8.0,9.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0BPG2,0.0,9.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7VLI2,0.0,20.0,30.0,37.0,0.0,20.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5UF34,0.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0I3P5,0.0,20.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8CW72,0.0,1.0,9.0,20.0,36.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5Z6E6,0.0,14.0,20.0,2.0,4.0,23.0,0.0,14.0,20.0,4.0,11.0,22.0,29.0,31.0,50.0,4.0,11.0,22.0,29.0,31.0,50.0,,,,,,,,,,,,,,,,,,,,
B0UU13,0.0,20.0,30.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5QTY8,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6W7Z2,0.0,20.0,40.0,9.0,16.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5XSX4,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2GKR5,0.0,9.0,20.0,30.0,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5CDZ4,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03QT5,0.0,1.0,12.0,20.0,36.0,6.0,12.0,25.0,28.0,33.0,6.0,12.0,25.0,28.0,33.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
Q88VK7,0.0,1.0,9.0,12.0,20.0,36.0,6.0,12.0,14.0,28.0,33.0,53.0,6.0,12.0,14.0,28.0,33.0,53.0,6.0,12.0,14.0,28.0,33.0,53.0,6.0,12.0,14.0,28.0,33.0,53.0,,,,,,,,,,,
Q1MQY8,0.0,9.0,12.0,20.0,29.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5IHU7,0.0,9.0,20.0,30.0,36.0,4.0,14.0,23.0,34.0,44.0,50.0,4.0,14.0,23.0,34.0,44.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,
B0SH18,0.0,5.0,20.0,30.0,9.0,16.0,55.0,9.0,16.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04ZJ5,0.0,5.0,14.0,20.0,30.0,36.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1XY67,0.0,8.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8F7K1,0.0,5.0,14.0,20.0,30.0,36.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03WH4,0.0,1.0,12.0,20.0,28.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1L2N1,0.0,1.0,9.0,12.0,20.0,36.0,6.0,28.0,33.0,6.0,28.0,33.0,6.0,28.0,33.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
B9EBE9,0.0,1.0,9.0,12.0,20.0,36.0,6.0,23.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2VZV0,0.0,9.0,20.0,29.0,37.0,9.0,16.0,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8EIA7,0.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5C9T1,0.0,20.0,40.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47388,0.0,5.0,9.0,12.0,20.0,35.0,37.0,0.0,5.0,9.0,12.0,20.0,35.0,37.0,41.0,48.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,
B2HKS2,0.0,5.0,20.0,35.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q73VV4,0.0,5.0,20.0,29.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q0AFJ3,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1QS64,0.0,20.0,29.0,37.0,9.0,16.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3J9B6,0.0,13.0,20.0,36.0,7.0,15.0,28.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3SWP9,0.0,20.0,29.0,38.0,9.0,16.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1SLK7,0.0,20.0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8YQJ1,0.0,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8EQU1,0.0,1.0,9.0,12.0,20.0,36.0,28.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6YR66,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1B587,0.0,20.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2JKT4,0.0,20.0,30.0,36.0,9.0,16.0,39.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6MD64,0.0,20.0,30.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57873,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6D9A5,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3A4A7,0.0,9.0,12.0,20.0,36.0,12.0,14.0,33.0,38.0,40.0,7.0,17.0,26.0,29.0,37.0,7.0,17.0,26.0,29.0,37.0,2.0,4.0,23.0,28.0,30.0,0.0,16.0,26.0,40.0,42.0,,,,,,,,,,,
A9BJ54,0.0,1.0,9.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6LUJ2,0.0,2.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1VNU2,0.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2RHM9,0.0,9.0,20.0,37.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2C4P1,0.0,20.0,30.0,36.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2C6Q5,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2BYM0,0.0,20.0,40.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7VA20,0.0,20.0,38.0,40.0,30.0,29.0,29.0,51.0,55.0,29.0,51.0,55.0,24.0,46.0,50.0,24.0,46.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
Q7V5M4,0.0,20.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15V72,0.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3IJ53,0.0,2.0,20.0,36.0,8.0,18.0,20.0,38.0,8.0,18.0,20.0,38.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4XYE0,0.0,20.0,30.0,36.0,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3KI84,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q88DV7,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q87WQ5,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4VPP0,0.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1QEP5,0.0,9.0,13.0,20.0,30.0,36.0,4.0,28.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5WBS5,0.0,9.0,13.0,20.0,30.0,36.0,4.0,7.0,28.0,4.0,7.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8XZV6,0.0,20.0,30.0,36.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B3PXE3,0.0,20.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21C31,0.0,20.0,29.0,38.0,9.0,16.0,42.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2RMS0,0.0,9.0,20.0,30.0,37.0,25.0,38.0,9.0,16.0,47.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3IYN5,0.0,9.0,20.0,30.0,37.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,
A8GW31,0.0,9.0,16.0,20.0,29.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8F223,0.0,9.0,20.0,29.0,37.0,6.0,8.0,9.0,16.0,27.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A7NID1,0.0,9.0,20.0,36.0,6.0,20.0,22.0,23.0,24.0,25.0,27.0,30.0,35.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5LWL4,0.0,20.0,30.0,35.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1AV99,0.0,12.0,20.0,34.0,36.0,25.0,15.0,4.0,8.0,10.0,1.0,2.0,9.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4FM34,0.0,5.0,20.0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8M746,0.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4X4N7,0.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8G907,0.0,9.0,20.0,30.0,36.0,0.0,9.0,20.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0TQA2,0.0,20.0,30.0,36.0,22.0,12.0,36.0,1.0,20.0,44.0,47.0,55.0,9.0,16.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
